1	29572.379	29872.379	(24254, 34)
2	29872.379	30172.379	(94395, 34)
3	30172.379	30472.379	(390439, 34)
4	30472.379	30772.379	(309330, 34)
5	30772.379	31072.379	(240910, 34)
6	31072.379	31372.379	(142813, 34)
7	31372.379	31672.379	(139206, 34)
8	31672.379	31972.379	(146371, 34)
9	31972.379	32272.379	(162741, 34)
10	32272.379	32572.379	(263520, 34)
11	32572.379	32872.379	(262787, 34)
12	32872.379	33172.379	(101667, 34)
13	33172.379	33472.379	(62358, 34)
14	33472.379	33772.379	(60421, 34)
15	33772.379	34072.379	(96480, 34)
16	34072.379	34372.379	(201284, 34)
17	34372.379	34672.379	(268322, 34)
18	34672.379	34983.785	(276995, 34)

