1	54961.28400000001	55261.28400000001	(81645, 34)
2	55261.28400000001	55561.28400000001	(92986, 34)
3	55561.28400000001	55861.28400000001	(102081, 34)
4	55861.28400000001	56161.28400000001	(158872, 34)
5	56161.28400000001	56461.28400000001	(147889, 34)
6	56461.28400000001	56761.28400000001	(215462, 34)
7	56761.28400000001	57061.28400000001	(226297, 34)
8	57061.28400000001	57361.28400000001	(394972, 34)
9	57361.28400000001	57661.28400000001	(636568, 34)
10	57661.28400000001	57961.28400000001	(453577, 34)
11	57961.28400000001	58261.28400000001	(435078, 34)
12	58261.28400000001	58576.617000000006	(755031, 34)

