1	29410.331000000002	29710.331000000002	(52536, 34)
2	29710.331000000002	30010.331000000002	(32430, 34)
3	30010.331000000002	30310.331000000002	(46640, 34)
4	30310.331000000002	30610.331000000002	(89588, 34)
5	30610.331000000002	30910.331000000002	(116755, 34)
6	30910.331000000002	31210.331000000002	(103840, 34)
7	31210.331000000002	31510.331000000002	(97862, 34)
8	31510.331000000002	31810.331000000002	(91839, 34)
9	31810.331000000002	32110.331000000002	(115499, 34)
10	32110.331000000002	32410.331000000002	(85571, 34)
11	32410.331000000002	32710.331000000002	(156062, 34)
12	32710.331000000002	33010.331000000006	(138305, 34)
13	33010.331000000006	33310.331000000006	(57648, 34)
14	33310.331000000006	33610.331000000006	(60949, 34)
15	33610.331000000006	33910.331000000006	(52831, 34)
16	33910.331000000006	34210.331000000006	(68176, 34)
17	34210.331000000006	34510.331000000006	(52906, 34)
18	34510.331000000006	34814.764	(76049, 34)

