1	30117.086000000003	30417.086000000003	(98910, 34)
2	30417.086000000003	30717.086000000003	(285910, 34)
3	30717.086000000003	31017.086000000003	(250997, 34)
4	31017.086000000003	31317.086000000003	(316047, 34)
5	31317.086000000003	31617.086000000003	(140424, 34)
6	31617.086000000003	31917.086000000003	(130207, 34)
7	31917.086000000003	32217.086000000003	(123905, 34)
8	32217.086000000003	32517.086000000003	(119115, 34)
9	32517.086000000003	32817.086	(144933, 34)
10	32817.086	33117.086	(271086, 34)
11	33117.086	33417.086	(212612, 34)
12	33417.086	33723.564	(108888, 34)

