1	30423.169	30723.169	(258492, 34)
2	30723.169	31023.169	(188446, 34)
3	31023.169	31323.169	(337053, 34)
4	31323.169	31623.169	(266045, 34)
5	31623.169	31923.169	(240015, 34)
6	31923.169	32223.169	(185418, 34)
7	32223.169	32523.169	(213384, 34)
8	32523.169	32823.169	(121733, 34)
9	32823.169	33123.169	(91116, 34)
10	33123.169	33423.169	(79068, 34)
11	33423.169	33723.169	(82754, 34)
12	33723.169	34027.326	(124580, 34)

