1	29463.995000000003	29763.995000000003	(102284, 34)
2	29763.995000000003	30063.995000000003	(203855, 34)
3	30063.995000000003	30363.995000000003	(107575, 34)
4	30363.995000000003	30663.995000000003	(133415, 34)
5	30663.995000000003	30963.995000000003	(313729, 34)
6	30963.995000000003	31263.995000000003	(211608, 34)
7	31263.995000000003	31563.995000000003	(132848, 34)
8	31563.995000000003	31863.995000000003	(126735, 34)
9	31863.995000000003	32163.995000000003	(126806, 34)
10	32163.995000000003	32463.995000000003	(166036, 34)
11	32463.995000000003	32763.995000000003	(242597, 34)
12	32763.995000000003	33063.995	(337537, 34)
13	33063.995	33363.995	(63669, 34)
14	33363.995	33663.995	(99626, 34)
15	33663.995	33963.995	(92098, 34)
16	33963.995	34263.995	(67065, 34)
17	34263.995	34563.995	(210002, 34)
18	34563.995	34874.181000000004	(253262, 34)

