1	29392.620000000003	29692.620000000003	(53629, 34)
2	29692.620000000003	29992.620000000003	(7657, 34)
3	29992.620000000003	30292.620000000003	(131587, 34)
4	30292.620000000003	30592.620000000003	(237181, 34)
5	30592.620000000003	30892.620000000003	(87109, 34)
6	30892.620000000003	31192.620000000003	(119374, 34)
7	31192.620000000003	31492.620000000003	(89708, 34)
8	31492.620000000003	31792.620000000003	(90796, 34)
9	31792.620000000003	32092.620000000003	(58661, 34)
10	32092.620000000003	32392.620000000003	(163086, 34)
11	32392.620000000003	32692.620000000003	(135634, 34)
12	32692.620000000003	32992.62	(51164, 34)
13	32992.62	33292.62	(48281, 34)
14	33292.62	33592.62	(56273, 34)
15	33592.62	33892.62	(63049, 34)
16	33892.62	34192.62	(64627, 34)
17	34192.62	34492.62	(60488, 34)
18	34492.62	34797.273	(60852, 34)

