1	771.332	1071.3319999999999	(211928, 34)
2	1071.3319999999999	1371.3319999999999	(419028, 34)
3	1371.3319999999999	1671.3319999999999	(147603, 34)
4	1671.3319999999999	1971.3319999999999	(31871, 34)
5	1971.3319999999999	2271.332	(18657, 34)
6	2271.332	2571.332	(16638, 34)
7	2571.332	2871.332	(6953, 34)
8	2871.332	3171.332	(6304, 34)
9	3171.332	3471.332	(687220, 34)
10	3471.332	3771.332	(629814, 34)
11	3771.332	4071.332	(8567, 34)
12	4071.332	4371.332	(7376, 34)
13	4371.332	4671.332	(7879, 34)
14	4671.332	4971.332	(6398, 34)
15	4971.332	5271.332	(6555, 34)
16	5271.332	5571.332	(6366, 34)
17	5571.332	5871.332	(8356, 34)
18	5871.332	6178.497	(6589, 34)

