1	30455.277000000002	30755.277000000002	(75318, 34)
2	30755.277000000002	31055.277000000002	(5189, 34)
3	31055.277000000002	31355.277000000002	(321503, 34)
4	31355.277000000002	31655.277000000002	(366453, 34)
5	31655.277000000002	31955.277000000002	(309572, 34)
6	31955.277000000002	32255.277000000002	(151065, 34)
7	32255.277000000002	32555.277000000002	(143956, 34)
8	32555.277000000002	32855.277	(145851, 34)
9	32855.277	33155.277	(182300, 34)
10	33155.277	33455.277	(390462, 34)
11	33455.277	33755.277	(204073, 34)
12	33755.277	34061.711	(69813, 34)

